published,directory,view,version,entry_id,text_ocr,ner_xml,persons,activity,act_new,location,cardinality,nb_activities,nb_persons,nb_loc,nb_card,overall_score,geometry
1900,DidotBottin_1900a,467,v2:2022-06-20,1894634,"Challamel ainé NC., libraire-éditeur et com-
missionnaire, librairie maritime et colo-
niale, cartes marines et géographiques, r.
Jacob, 17. TÉLÉPH] 151.11; domicite, r. des
Boulangers, 8.","<PER>Challamel ainé</PER> <TITRE>NC</TITRE>.<ACT>, libraire-éditeur et com- missionnaire, librairie maritime et colo- niale, cartes marines et géographiques</ACT>, <LOC>r. Jacob</LOC>, <CARDINAL>17</CARDINAL>. <TITRE>TÉLÉPH] 15</TITRE>1.11; domicite, <LOC>r. des Boulangers</LOC>, <CARDINAL>8</CARDINAL>.",Challamel ainé,", libraire-éditeur et com- missionnaire, librairie maritime et colo- niale, cartes marines et géographiques",", libraire-editeur et com- missionnaire, librairie maritime et colo- niale, cartes marines et geographiques","c(""r. Jacob"", ""r. des Boulangers"")","c(""17"", ""8"")",1,1,2,2,"NA, 0.93",POINT (652592.3 6860855)
1897,DidotBottin_1897a,726,v2:2022-06-20,1895014,"Lions et Robert (Perrault, Lions et Robert,
succ.). fabr. de cartes en feuilles, r. Pales-
tra, 15.","<PER>Lions et Robert (Perrault, Lions et Robert, succ.).</PER> <ACT>fabr. de cartes en feuilles</ACT>, <LOC>r. Pales- tra</LOC>, <CARDINAL>15</CARDINAL><LOC>.</LOC>","Lions et Robert (Perrault, Lions et Robert, succ.).",fabr. de cartes en feuilles,fabr. de cartes en feuilles,"c(""r. Pales- tra"", ""."")",15,1,1,2,1,"NA",POINT EMPTY
1892,DidotBottin_1892a,474,v2:2022-06-20,1898233,"Fournié, cartes en feullles à façon et fabr
de tirrets pour batteurs dor, boul. de Cha
ronne, BS.","<PER>Fournié</PER>, <ACT>cartes en feullles à façon et fabr de tirrets pour batteurs dor</ACT>, <LOC>boul. de Cha ronne</LOC>, <CARDINAL>B</CARDINAL>S.",Fournié,cartes en feullles à façon et fabr de tirrets pour batteurs dor,cartes en feullles a facon et fabr de tirrets pour batteurs dor,boul. de Cha ronne,B,1,1,1,1,"NA",POINT EMPTY
1890,DidotBottin_1890c,178,v2:2022-06-20,1898659,"Lagier (F.p, cartes systeme aruban, Aumaie,","<PER>Lagier (F.p</PER><ACT>, cartes systeme aruban</ACT><LOC>, Aumaie</LOC>,",Lagier (F.p,", cartes systeme aruban",", cartes systeme aruban",", Aumaie",NA,1,1,1,0,0.5976,POINT (652676.5 6862961)
1898,DidotBottin_1898a,311,v2:2022-06-20,1902622,"Barathon et Guméry (F. Guméry succ.), pa-
piers et cartes en gros, r. des Blancs-Man-
teaux, 31 et 33. TÉLÉPH. 157.92.","<PER>Barathon et Guméry (F. Guméry succ.),</PER> <ACT>pa- piers et cartes en gros</ACT>, <LOC>r. des Blancs-Man- teaux</LOC>, <CARDINAL>31</CARDINAL> et <CARDINAL>33</CARDINAL>. TÉLÉPH. 157.92.","Barathon et Guméry (F. Guméry succ.),",pa- piers et cartes en gros,pa- piers et cartes en gros,r. des Blancs-Man- teaux,"c(""31"", ""33"")",1,1,1,2,"NA",POINT EMPTY
1885,DidotBottin_1885a,687,v2:2022-06-20,1908461,"Robillard, fabr. de cartes en feuilles, bristol,
7.
Rébeval,","<PER>Robillard</PER><ACT>, fabr. de cartes en feuilles</ACT><LOC>, bristol</LOC>, <CARDINAL>7</CARDINAL><LOC>. Rébeval</LOC>,",Robillard,", fabr. de cartes en feuilles",", fabr. de cartes en feuilles","c("", bristol"", "". Rébeval"")",7,1,1,2,1,"0, 0.792","MULTIPOINT ((653081.3 6862532), (654608.6 6864034))"
1852,Didot_1852a,335,v2:2022-06-20,1910540,"Fassard, fab. de cartes en leuilles, Geoflroy-
Langevin, 28. —","<PER>Fassard</PER><ACT>, fab. de cartes en leuilles</ACT><LOC>, Geoflroy- Langevin</LOC>, <CARDINAL>28</CARDINAL>. —",Fassard,", fab. de cartes en leuilles",", fab. de cartes en leuilles",", Geoflroy- Langevin",28,1,1,1,1,0.35478,POINT (654736 6863780)
1899,DidotBottin_1899a,595,v2:2022-06-20,1912225,"—, 1.
, de cartes en feuilles et
Faub.-du-Temple, 54 et r.
J bis.","—, 1. <ACT>, de cartes en feuilles</ACT> et <LOC>Faub.-du-Temple</LOC>, <CARDINAL>54</CARDINAL> et <LOC>r. J</LOC> bis.",NA,", de cartes en feuilles",", de cartes en feuilles","c(""Faub.-du-Temple"", ""r. J"")",54,1,0,2,1,"0.787152, 0.7568","MULTIPOINT ((653646.8 6861170), (653819.4 6863485))"
1903,DidotBottin_1903a,539,v2:2022-06-20,1912561,"Maitre (E.), cartes de visitc, r. de Rivoli, 158.","<PER>Maitre (E.),</PER> <ACT>cartes de visitc</ACT>, <LOC>r. de Rivoli</LOC>, <CARDINAL>158</CARDINAL>.","Maitre (E.),",cartes de visitc,cartes de visitc,r. de Rivoli,158,1,1,1,1,"NA",POINT EMPTY
1896,DidotBottin_1896a,573,v2:2022-06-20,1925037,"Lefebvre (Alex , chromotithographic, cartes
menus, r. dEnghien, 7.","<PER>Lefebvre (Alex</PER> <ACT>, chromotithographic, cartes menus</ACT>, <LOC>r. dEnghien</LOC>, <CARDINAL>7</CARDINAL>.",Lefebvre (Alex,", chromotithographic, cartes menus",", chromotithographic, cartes menus",r. dEnghien,7,1,1,1,1,"NA",POINT EMPTY
1881,DidotBottin_1881,341,v2:2022-06-20,1927248,"Fournié (E.), cartes en feuilles à facon et
fabr. de livret pour batteurs d'or, Chemin-
Vert, 139.","<PER>Fournié (E.),</PER> <ACT>cartes en feuilles à facon et fabr. de livret pour batteurs d'or</ACT><LOC>, Chemin- Vert</LOC>, <CARDINAL>139</CARDINAL>.","Fournié (E.),",cartes en feuilles à facon et fabr. de livret pour batteurs d'or,cartes en feuilles a facon et fabr. de livret pour batteurs d'or,", Chemin- Vert",139,1,1,1,1,0.69184,POINT (654075.8 6864666)
1837,Bottin1_1837,87,v2:2022-06-20,1927581,"Châtelain, f. de cartes, Bourg-l'Abbé, 20.","<PER>Châtelain</PER><ACT>, f. de cartes</ACT>, <LOC>Bourg-l'Abbé</LOC>, <CARDINAL>20</CARDINAL>.",Châtelain,", f. de cartes",", f. de cartes",Bourg-l'Abbé,20,1,1,1,1,"NA",POINT EMPTY
1885,DidotBottin_1885a,414,v2:2022-06-20,1927771,"pour globes à gaz Brunner,Para dis, 50.","<ACT>pour globes à gaz Brunner</ACT>,<LOC>Para dis</LOC>, <CARDINAL>50</CARDINAL>.",NA,pour globes à gaz Brunner,pour globes a gaz Brunner,Para dis,50,1,0,1,1,0.5644,POINT (652292.9 6864148)
1828,Deflandre_1828,904,v2:2022-06-20,1930925,"Goujon, cartes géog., r. du Bac, 6.
Cimetière-St.-Nicolas, 22.","<PER>Goujon</PER><ACT>, cartes géog.</ACT>, <LOC>r. du Bac</LOC>, <CARDINAL>6</CARDINAL>. <LOC>Cimetière-St.-Nicolas</LOC>, <CARDINAL>22</CARDINAL>.",Goujon,", cartes géog.",", cartes geog.","c(""r. du Bac"", ""Cimetière-St.-Nicolas"")","c(""6"", ""22"")",1,1,2,2,"NA, NA",POINT (653231.6 6865978)
1892,DidotBottin_1892a,260,v2:2022-06-20,1931773,"Balay Saleun ct C"", cartes grograptiques
Doudeauville,
19.
en relief, rue","<PER>Balay Saleun ct C"",</PER> <ACT>cartes grograptiques</ACT> <LOC>Doudeauville</LOC>, <CARDINAL>19</CARDINAL><ACT>. en relief</ACT>, <LOC>rue</LOC>","Balay Saleun ct C"",","c(""cartes grograptiques"", "". en relief"")","c(""cartes grograptiques"", "". en relief"")","c(""Doudeauville"", ""rue"")",19,2,1,2,1,"0.567, 0.7008","MULTIPOINT ((652882.8 6865602), (652920.9 6863919))"
1881,DidotBottin_1881,447,v2:2022-06-20,1932431,"Le Beurriée, O. */4, conservateur des plans
reliefs à l'Hôtel des Invalides (esplanade des
Invalides).","<PER>Le Beurriée,</PER> <TITRE>O. *</TITRE>/4, <ACT>conservateur des plans reliefs</ACT> <LOC>à l'Hôtel des Invalides (esplanade des Invalides</LOC>).","Le Beurriée,",conservateur des plans reliefs,conservateur des plans reliefs,à l'Hôtel des Invalides (esplanade des Invalides,NA,1,1,1,0,"NA",POINT EMPTY
1848,Didot_1848a,525,v2:2022-06-20,1939567,"Kaeppelin (A. et R.), éditeurs d'estampes et
de cartes géographiques, q. Voltaire, 21 bis.","<PER>Kaeppelin (A. et R.),</PER> <ACT>éditeurs d</ACT><PER>'</PER><ACT>estampes et de cartes géographiques</ACT>, <LOC>q. Voltaire</LOC>, <CARDINAL>21 bis</CARDINAL>.","c(""Kaeppelin (A. et R.),"", ""'"")","c(""éditeurs d"", ""estampes et de cartes géographiques"")","c(""editeurs d"", ""estampes et de cartes geographiques"")",q. Voltaire,21 bis,2,2,1,1,"NA",POINT EMPTY
1886,DidotBottin_1886a,214,v2:2022-06-20,1941221,"Barra (Léon), cartes d'échantittons, beauve-
gard, 10.","<PER>Barra (Léon),</PER> <ACT>cartes d</ACT>'<ACT>échantittons</ACT><LOC>, beauve- gard</LOC>, <CARDINAL>10</CARDINAL>.","Barra (Léon),","c(""cartes d"", ""échantittons"")","c(""cartes d"", ""echantittons"")",", beauve- gard",10,2,1,1,1,0.9,POINT (652193.5 6863434)
1875,DidotBottin_1875,292,v2:2022-06-20,1946328,"Dupent (Alb.), dessinateur de plans de voitures,
Guyot, 29.","<PER>Dupent (Alb.),</PER> <ACT>dessinateur de plans de voitures</ACT><LOC>, Guyot</LOC>, <CARDINAL>29</CARDINAL>.","Dupent (Alb.),",dessinateur de plans de voitures,dessinateur de plans de voitures,", Guyot",29,1,1,1,1,0,POINT EMPTY
1860,DidotBottin_1860a,182,v2:2022-06-20,1947806,"Corion, entoilage et vernissage de plans et
cartes géographiques, quai des Gr.-Augus-
tins, 45.","<PER>Corion</PER><ACT>, entoilage et vernissage de plans et cartes géographiques</ACT>, <LOC>quai des Gr.-Augus- tins</LOC>, <CARDINAL>45</CARDINAL>.",Corion,", entoilage et vernissage de plans et cartes géographiques",", entoilage et vernissage de plans et cartes geographiques",quai des Gr.-Augus- tins,45,1,1,1,1,"NA",POINT (652114.8 6861456)
1862,DidotBottin_1862a,194,v2:2022-06-20,1951958,"Boyer, colleur de cartes géograph., Pierre-
Sarrazin, 7.","<PER>Boyer</PER><ACT>, colleur de cartes géograph.</ACT>, <LOC>Pierre- Sarrazin</LOC>, <CARDINAL>7</CARDINAL>.",Boyer,", colleur de cartes géograph.",", colleur de cartes geograph.",Pierre- Sarrazin,7,1,1,1,1,0.270351,POINT (653838.6 6863164)
1885,DidotBottin_1885a,539,v2:2022-06-20,1952865,"Lemoussu (O.) et Cie, fabr.cartons, cartes et
papiers indécolores, rue d'Allemagne, 127.","<PER>Lemoussu (O.) et Cie</PER><ACT>, fabr.cartons, cartes et papiers indécolores</ACT>, <LOC>rue d'Allemagne</LOC>, <CARDINAL>127</CARDINAL>.",Lemoussu (O.) et Cie,", fabr.cartons, cartes et papiers indécolores",", fabr.cartons, cartes et papiers indecolores",rue d'Allemagne,127,1,1,1,1,"NA",POINT EMPTY
1860,DidotBottin_1860a,174,v2:2022-06-20,1954206,"Claude (Joseph), fab. de cartes glacées, Mon-
torgueil, 71.","<PER>Claude (Joseph),</PER> <ACT>fab. de cartes glacées</ACT><LOC>, Mon- torgueil</LOC>, <CARDINAL>71</CARDINAL><LOC>.</LOC>","Claude (Joseph),",fab. de cartes glacées,fab. de cartes glacees,"c("", Mon- torgueil"", ""."")",71,1,1,2,1,1,POINT (652098.5 6863107)
1873,DidotBottin_1873,421,v2:2022-06-20,1957390,"Lhuillier (J.) fils, fabr. de cartes en feuilles,
NV-St-MF","<PER>Lhuillier (J.) fils</PER><ACT>, fabr. de cartes en feuilles</ACT>, <LOC>NV-St-MF</LOC>",Lhuillier (J.) fils,", fabr. de cartes en feuilles",", fabr. de cartes en feuilles",NV-St-MF,NA,1,1,1,0,"NA",POINT EMPTY
1833,Bottin1_1833,230,v2:2022-06-20,1958203,"Mallet,
f. cartes et chap. de carion, Marche, 12.","<PER>Mallet</PER>, <ACT>f. cartes et chap. de carion</ACT><LOC>, Marche</LOC>, <CARDINAL>12</CARDINAL>.",Mallet,f. cartes et chap. de carion,f. cartes et chap. de carion,", Marche",12,1,1,1,1,0.8184,POINT (650951.9 6863129)
1885,DidotBottin_1885a,378,v2:2022-06-20,1960048,"Dupont (Alb.), dessinateur de plans de voitures,
Guyot, 29.","<PER>Dupont (Alb.),</PER> <ACT>dessinateur de plans de voitures</ACT><LOC>, Guyot</LOC>, <CARDINAL>29</CARDINAL>.","Dupont (Alb.),",dessinateur de plans de voitures,dessinateur de plans de voitures,", Guyot",29,1,1,1,1,0,POINT EMPTY
1883,DidotBottin_1883a,363,v2:2022-06-20,1963848,"Forest (H.), entoileur de cartes géographiques,
Séguier, 17.","<PER>Forest (H.),</PER> <ACT>entoileur de cartes géographiques</ACT><LOC>, Séguier</LOC>, <CARDINAL>17</CARDINAL>.","Forest (H.),",entoileur de cartes géographiques,entoileur de cartes geographiques,", Séguier",17,1,1,1,1,0.9,POINT (651694.8 6861699)
1863,DidotBottin_1863a,533,v2:2022-06-20,1964351,"Renard (Léon), bibliothécaire au dépôt géné-
ral des cartes et plans de la marine, Uni-
versité, 13.","<PER>Renard (Léon),</PER> <ACT>bibliothécaire au dépôt géné- ral des cartes et plans de la marine</ACT><LOC>, Uni- versité</LOC>, <CARDINAL>13</CARDINAL>.","Renard (Léon),",bibliothécaire au dépôt géné- ral des cartes et plans de la marine,bibliothecaire au depot gene- ral des cartes et plans de la marine,", Uni- versité",13,1,1,1,1,0.44352,POINT (650825.1 6862093)
1858,DidotBottin_1858a,341,v2:2022-06-20,1968074,"Lefort, plan. sur métaux, q. des Orfèvres, 42.","<PER>Lefort</PER><ACT>, plan. sur métaux</ACT>, <LOC>q. des Orfèvres</LOC>, <CARDINAL>42</CARDINAL>.",Lefort,", plan. sur métaux",", plan. sur metaux",q. des Orfèvres,42,1,1,1,1,0.705,POINT (651782.5 6861938)
1820,Panckoucke_hab_Dulac_1820,68,v2:2022-06-20,1970610,"vateur-adjoint du dépôt des cartes, plans, etc., r. de
Universite. 15.","<ACT>vateur-adjoint du dépôt des cartes, plans, etc.</ACT>, <LOC>r. de Universite</LOC>. <CARDINAL>15</CARDINAL>.",NA,"vateur-adjoint du dépôt des cartes, plans, etc.","vateur-adjoint du depot des cartes, plans, etc.",r. de Universite,15,1,0,1,1,"NA",POINT EMPTY
1879,DidotBottin_1879,466,v2:2022-06-20,1979036,"Letourneau (A.) (L. Drapier success.), fabr.
de cartes en feuilles et carton-pâte, Faub.-
du-Temple, 54.","<PER>Letourneau (A.) (L. Drapier success.),</PER> <ACT>fabr. de cartes en feuilles et carton-pâte</ACT>, <LOC>Faub.- du-Temple</LOC>, <CARDINAL>54</CARDINAL>.","Letourneau (A.) (L. Drapier success.),",fabr. de cartes en feuilles et carton-pâte,fabr. de cartes en feuilles et carton-pate,Faub.- du-Temple,54,1,1,1,1,0.787152,POINT (653819.4 6863485)
1889,DidotBottin_1889,704,v2:2022-06-20,1979950,"Russell (Mme), chromolithographies, et cartes-
menus, Enghien, 7.","<PER>Russell (Mme),</PER> <ACT>chromolithographies, et cartes- menus</ACT>, <LOC>Enghien</LOC>, <CARDINAL>7</CARDINAL>.","Russell (Mme),","chromolithographies, et cartes- menus","chromolithographies, et cartes- menus",Enghien,7,1,1,1,1,0.87,POINT (652509 6863715)
1854,Didot_1854a,464,v2:2022-06-20,1987543,"Vellin, fabr. de papier et cartes glacées, pas-
sage Pecquay, 11.","<PER>Vellin</PER><ACT>, fabr. de papier et cartes glacées</ACT><LOC>, pas- sage Pecqua</LOC>y, <CARDINAL>11</CARDINAL>.",Vellin,", fabr. de papier et cartes glacées",", fabr. de papier et cartes glacees",", pas- sage Pecqua",11,1,1,1,1,"NA",POINT EMPTY
1851,Didot_1851a,303,v2:2022-06-20,1987834,"Longuet, cartes géographiq. et éditeur, Paix, 8.","<PER>Longuet</PER><ACT>, cartes géographiq. et éditeur</ACT>, <LOC>Paix</LOC>, <CARDINAL>8</CARDINAL>.",Longuet,", cartes géographiq. et éditeur",", cartes geographiq. et editeur",Paix,8,1,1,1,1,1,POINT (650921.9 6863402)
1851,Didot_1851a,303,v2:2022-06-20,1987835,"Longuet ainé, fab. de cartons et cartes en
feuilles, Amandiers-Popincourt, 16.","<PER>Longuet ainé</PER><ACT>, fab. de cartons et cartes en feuilles</ACT>, <LOC>Amandiers-Popincourt</LOC>, <CARDINAL>16</CARDINAL>.",Longuet ainé,", fab. de cartons et cartes en feuilles",", fab. de cartons et cartes en feuilles",Amandiers-Popincourt,16,1,1,1,1,"NA",POINT EMPTY
1877,DidotBottin_1877,136,v2:2022-06-20,1989316,"Bartholy (J.), carton patc et cartes en ſcuilles,
Michel-le-Camte, 5 et 12.","<PER>Bartholy (J.),</PER> <ACT>carton patc et cartes en ſcuilles</ACT><LOC>, Michel-le-Camte</LOC>, <CARDINAL>5</CARDINAL> et <CARDINAL>12</CARDINAL>.","Bartholy (J.),",carton patc et cartes en ſcuilles,carton patc et cartes en scuilles,", Michel-le-Camte","c(""5"", ""12"")",1,1,1,2,"NA",POINT EMPTY
1874,DidotBottin_1874a,424,v2:2022-06-20,1989993,"Lequart, Thuillier et C“, (abr. de cartes, Car-
dinář-LÉmolne. Ml.","<PER>Lequart, Thuillier et C“</PER><ACT>, (abr. de cartes</ACT>, <LOC>Car- dinář-LÉmolne</LOC>. <CARDINAL>M</CARDINAL>l.","Lequart, Thuillier et C“",", (abr. de cartes",", (abr. de cartes",Car- dinář-LÉmolne,M,1,1,1,1,"NA",POINT EMPTY
1885,DidotBottin_1885a,327,v2:2022-06-20,1992585,"Dallisson
jeune, cartennages, Temple, 118.","<PER>Dallisson jeune</PER>, <ACT>cartennages</ACT>, <LOC>Temple</LOC>, <CARDINAL>118</CARDINAL>.",Dallisson jeune,cartennages,cartennages,Temple,118,1,1,1,1,0.8556,POINT (654255.2 6863706)
1894,DidotBottin_1894a,495,v2:2022-06-20,1992977,"Gabreau
calottes
(P.), (abr. de bobeches, verrerte el
pour globes à gaz Brunner, rue","<PER>Gabreau calottes (P.),</PER> <ACT>(abr. de bobeches, verrerte el pour globes à gaz Brunner</ACT>, <LOC>rue</LOC>","Gabreau calottes (P.),","(abr. de bobeches, verrerte el pour globes à gaz Brunner","(abr. de bobeches, verrerte el pour globes a gaz Brunner",rue,NA,1,1,1,0,0.7008,POINT (652920.9 6863919)
1882,DidotBottin_1882a,329,v2:2022-06-20,1998521,"Drapier (L.), (abr. de cartes en fcuilles et
carton-páte, Faub.-du-Temple, 54.","<PER>Drapier (L.),</PER> <ACT>(abr. de cartes en fcuilles et carton-páte</ACT>, <LOC>Faub.-du-Temple</LOC>, <CARDINAL>54</CARDINAL>.","Drapier (L.),",(abr. de cartes en fcuilles et carton-páte,(abr. de cartes en fcuilles et carton-pate,Faub.-du-Temple,54,1,1,1,1,0.787152,POINT (653819.4 6863485)
1907,DidotBottin_1907c,373,v2:2022-06-20,1998708,"François (Edouard), geométre ordinaire du
plan de Paris, r. de la Clef. 37. (5e)","<PER>François (Edouard),</PER> <ACT>geométre ordinaire du plan de Paris</ACT>, <LOC>r. de la Clef</LOC>. <CARDINAL>37</CARDINAL>. (5e)","François (Edouard),",geométre ordinaire du plan de Paris,geometre ordinaire du plan de Paris,r. de la Clef,37,1,1,1,1,"NA",POINT EMPTY
1889,DidotBottin_1889,204,v2:2022-06-20,2000743,"Bellavoine, fabr. de papier quadrille pour
mise en carte de dessins Jacquard, Faub.
Denis.
S
Z","<PER>Bellavoine</PER><ACT>, fabr. de papier quadrille pour mise en carte de dessins Jacquard</ACT>, <LOC>Faub. Denis</LOC>. <CARDINAL>S Z</CARDINAL>",Bellavoine,", fabr. de papier quadrille pour mise en carte de dessins Jacquard",", fabr. de papier quadrille pour mise en carte de dessins Jacquard",Faub. Denis,S Z,1,1,1,1,0.6816,POINT (652914.3 6864787)
1894,DidotBottin_1894a,564,v2:2022-06-20,2005061,"Hutinet (D.) NG. mtnufacture de cartes, art.
et produits photographiques, avenue Parmen
NCr, 18. Ar.ST: DHUTINET.","<PER>Hutinet (D.)</PER> <TITRE>NG</TITRE><ACT>. mtnufacture de cartes, art. et produits photographiques</ACT>, <LOC>avenue Parmen N</LOC>Cr, <CARDINAL>18</CARDINAL>. Ar.ST: DHUTINET.",Hutinet (D.),". mtnufacture de cartes, art. et produits photographiques",". mtnufacture de cartes, art. et produits photographiques",avenue Parmen N,18,1,1,1,1,"NA",POINT EMPTY
1884,DidotBottin_1884a,511,v2:2022-06-20,2010982,"Le Beurriée, O. */§, conservateur des plans
reliefs à l'Hôtel des Invalides (esplanade des
Invalides).","<PER>Le Beurriée,</PER> <TITRE>O. *</TITRE>/§<ACT>, conservateur des plans reliefs</ACT> <LOC>à l'Hôtel des Invalides (esplanade des Invalides</LOC>).","Le Beurriée,",", conservateur des plans reliefs",", conservateur des plans reliefs",à l'Hôtel des Invalides (esplanade des Invalides,NA,1,1,1,0,"NA",POINT EMPTY
1894,DidotBottin_1894a,376,v2:2022-06-20,2011255,"Cheysson (E.) O. 3 1. 43, inspecteur général
des ponts et chaussées, directeur des cartes,
plans, etc., au ministère des travaux pu-
blics, place St-Sulpice, 8; domicile, boul. St
Germnin","<PER>Cheysson (E.)</PER> <TITRE>O. 3</TITRE> 1. 43, <ACT>inspecteur général des ponts et chaussées, directeur des cartes, plans, etc., au ministère des travaux pu- blics</ACT>, <LOC>place St-Sulpice</LOC>, <CARDINAL>8</CARDINAL>; domicile, <LOC>boul. St Germn</LOC>in",Cheysson (E.),"inspecteur général des ponts et chaussées, directeur des cartes, plans, etc., au ministère des travaux pu- blics","inspecteur general des ponts et chaussees, directeur des cartes, plans, etc., au ministere des travaux pu- blics","c(""place St-Sulpice"", ""boul. St Germn"")",8,1,1,2,1,"NA, 0.461652",POINT (652787.8 6863383)
1902,DidotBottin_1902a,667,v2:2022-06-20,2013252,"Gellroy (Ch.), entotlage et vernissage de plans
et cartes géographiques, quai des Grands-
Augustins. 45.
T","<PER>Gellroy (Ch.),</PER> <ACT>entotlage et vernissage de plans et cartes géographiques</ACT>, <LOC>quai des Grands- Augustins</LOC>. <CARDINAL>45</CARDINAL>. T","Gellroy (Ch.),",entotlage et vernissage de plans et cartes géographiques,entotlage et vernissage de plans et cartes geographiques,quai des Grands- Augustins,45,1,1,1,1,"NA",POINT (652114.8 6861456)
1885,DidotBottin_1885a,515,v2:2022-06-20,2018496,"Lasalle (V.), fabr. de cartes et papiers de
couleurs, Vieille-du-Temple, 36.","<PER>Lasalle (V.),</PER> <ACT>fabr. de cartes et papiers de couleurs</ACT><LOC>, Vieille-du-Temple</LOC>, <CARDINAL>36</CARDINAL>.","Lasalle (V.),",fabr. de cartes et papiers de couleurs,fabr. de cartes et papiers de couleurs,", Vieille-du-Temple",36,1,1,1,1,"NA",POINT EMPTY
1853,Didot_1853a,377,v2:2022-06-20,2022051,"Picaud, fabr. de cartes en feuilles, Poterie-
des-Arcis, 20.","<PER>Picaud</PER>, <ACT>fabr. de cartes en feuilles</ACT>, <LOC>Poterie- des-Arcis</LOC>, <CARDINAL>20</CARDINAL>.",Picaud,fabr. de cartes en feuilles,fabr. de cartes en feuilles,Poterie- des-Arcis,20,1,1,1,1,"NA",POINT EMPTY
1817,La_Tynna_1817,160,v2:2022-06-20,2023590,"Maurice
(Juseph), marchand de soie et
i baines pilées pour trical et passemen-
Meant fils, papetier, fubricant de cartes
a folen rue St.-Antoine,9","<PER>Maurice (Juseph),</PER> <ACT>marchand de soie et i baines pilées pour trical et passemen- Meant fils, papetier, fubricant de cartes a fol</ACT>en <LOC>rue St.-Antoine</LOC>,<CARDINAL>9</CARDINAL>","Maurice (Juseph),","marchand de soie et i baines pilées pour trical et passemen- Meant fils, papetier, fubricant de cartes a fol","marchand de soie et i baines pilees pour trical et passemen- Meant fils, papetier, fubricant de cartes a fol",rue St.-Antoine,9,1,1,1,1,"NA",POINT (654611.9 6862952)
